,req,res
14712,응 일단 힙업운동부터 하고 있어,엉덩이근육이 잡히면 다리랑 척추도 좋아진데!
14713,맞아 어디 한군데에만 좋은 운동은 없다고 하더라구,그치 어제는 얼마나 운동했어?
14714,나는 무릎이 아파서 그냥 무릎꿇어 앉은다음 엉덩이로 상체를 들어 올리는거 해,힙업운동이 무릎에 무리 주는것도 많은데 이건 괜찮겠다
14715,극장에서 본 재미있는 애니메이션이 있어?,전에 나루토라는 만화를 보았어.
14716,나는 센과 치히로는 여러번 보았어.,센과 치히로는 정말 명작 중 명작이지!
14717,진격의 거인처럼 극장판이 은근히 다양하게 많더라.,응 극장판인 뭔가 스토리가 특이하더라고.
14718,한국애니메이션은 마당을 나온 암탉을 극장에서 봤었어.,마당을 나온 암탉. 되게 생소하다.
14719,음 집값을 결정하는 주요 요인은 어느 지역에 있느냐도 있지만 주변 편의 시설도 작동하는구나.,응 아무래도 그렇지. 동일 조건에 주변 편의 시설이 더 있는 정도면 후자가 더 비쌀 수밖에 없어.
14720,"버스 정류장이나, 뭐 편의점, 학교 이런 게 있겠지?",응 뭐 그런 것도 있고. 요즘은 아파트나 그 단지를 설계하면서 그 안에 편의 시설을 넣어 버리더라고.
14721,아하 그런 아파트 어쩌다 본 적이 있어.,그거 보니까 완전 우리가 지금 사는 데하고는 차원이 다르더라.
14722,그게 아무래도 요즘 설계다 보니... 우리 아파트도 지어진 지 오래됐잖아.,맞아 여기서 오래 살기도 했지만… 오래 산 만큼 오래 되는 거겠지.
14723,"조금 더 문화, 생활적인 면에서 더 평가 받을 요소를 챙길 거라고 생각해.",키키 그러겠다. 모임 센터나 동네 카페라던지 말이야.
14724,자율주행 언제쯤 될까?,조만간 될꺼 같지 않아?
14725,빨리 되면 좋겠어,그런데 걱정도 되는거 같애
14726,시댁 갈때 장거리 운전도 힘들고.,인권문제도 있다하더라구
14727,그런 부분은 걱정되는 것도 있지,차 안에 있는 사람과 차 밖에 있는 사람 중 선택
14728,우리 회사 복지 너무 안좋아.,나는 상여금만 많이 주면 좋을꺼 같애
14729,나오는게 하나도 없어.,그리고 사내 어린이집있는데가 부럽긴해
14730,어디는 호텔도 지원해주던데.,그리고 복지카드도 부럽더라
14731,내 스펙을 더 쌓아야겠지?,결론은 내가 문제네
14732,우리는 다 특성화 고등학교 출신이라 궁금하다,나는 과가 9개라 엄청 많았어~
14733,그러게 우리학교는 과가 3개였어,우리는 진짜 많았어 과 체험도 할 수 있고 좋았어
14734,"경영정보과, 사이버통신과, 정보처리과 이렇게 3개의 과로 나뉘어 있지만 교과목은 비슷하긴 하더라고",응 근데 2학년때부터는 전문적으로 들어가는 수업이 많아지지
14735,맞아 기본중에 기본이었지. 그래도 인문계 친구들은 안 배우는 과목 미리부터 배워서 좋았어,우리는 공동 실습소를 일주일동안 들어가는 시간도 있었는데/그 때 다른 과에서 배우는 과정을 다 배우기도 했어/또 선택 과목 선택하는 시간도 있어서 우리과가 메리트가 많았던 것 같아!
14736,우리 시아버지가 재혼을 하신데,어머. 시어머니가 안 계셨어? 몰랐네.
14737,근데 벌써 교재는 꽤 오래 전부터 하신거 같어,그랬구나. 어머 시어머니 계실 때 만나고 계셨던 거야? 어떤 분인지 궁금하겠다.
14738,그래서 큰 고민이야 이를 어찌 해야 하나,적적 하실테니 같이 사시는 것도 나쁘지 않잖아.
14739,그건 아닌데 교재하시는 분이 나랑 동갑이야,그래서 그냥 같이 사시라고만 하고 혼인신고는 안 하는 걸로 말씀드려봐. 너무 속보이려나?
14740,부모가 자식의 연애관에 대하여 훈수를 두는게 맞는걸까?,결혼에 반대하는 건 한번 들어볼만 하긴 하더라.
14741,부모의 사랑은 이해하지만 때로는 너무 고리타분한 이야기 같지 않아?,사랑에 빠지면 솔직히 당사자는 안보일거야.
14742,결국 사랑은 당사자간의 좋은 감정이 생겼을 때 가능한거잖아.,그런데 결국은 자식이 원하는길로 갈거야.
14743,그냥 묵묵히 지켜보면서 기다려준다면 정말 좋을텐데 말야.,어른이니까 어느정도는 내버려둬야 할 필요가 있지.
14744,반려견이 사람을 물었다면 안락사를 시키는 것이 맞을까?,어떻게 물었는지에 따라 다를거 같은데.
14745,주인의 잘못이라는 이야기도 있고 야생습성이라 안락사해야한다는 이야기랑 분분해.,평소 공격성이 있어서 지나가는 행인을 물었다면 안락사하는게 맞지.
14746,어제도 핏불인가 지나가는 행인을 물어서 뉴스에 났더라.,사실 반려견도 자기의 영역에서 경계심이 있는데 사람들이 그걸 무시하거나 하면 물수도 있다고 생각해.
14747,한번 피 맛을 본 맹견은 다시 또 그럴거라는 것이 안락사 찬성하는 사람들의 입장이야.,상황을 보면서 판단해야 할거 같다.
14748,70대 노인이 복근을 만든다고 하면 어떤 생각이 드시나요?,멋지다고 생각해요 저희 아빠도 있었으면 좋겠네요
14749,요즘 젊은이들은 프로필 사진이라는 것을 찍더라고요.,저도 살빼서 찍어보고 싶어요
14750,70대인 제가 복근을 만들어서 프로필 사진을 찍으면 이상하게 여길까요?,멋지다고 생각할 거예요
14751,나이가 많지만 타인의 시선은 여전히 무섭게 느껴집니다.,타인의 시선을 신경쓰다가는 아무것도 못해요
14752,나 요즘 스도쿠에 완전 빠졌어,스도쿠? 빈칸에 숫자 채우는 게임?
14753,맞아 그래도 뭔가 집중하게 되고 하나하나 채우다보면 재미도 있어,난 중학생 때 많이 했던 것 같아 사고력 키우기 같은 거 하면서
14754,이제는 핸드폰으로 할 수 있어서 좋더라구,아 그래? 그래도 옆에 메모를 따로 못해서 불편할 것 같은데
14755,난 그래서 난이도 하로 하고 있어,그럼 너무 쉬워서 재미 없을 것 같은데
14756,여름도 다 끝나가는데 모기가 왜 이렇게 많아,아 내말이~ 나 진짜 밤새 모기 잡느라고 잠도 못잤어
14757,난 우리집만 이렇게 많은 줄 알고 옆집 아저씨한테도 물어봤는데 그 집도 많다고 하더라고,맞아 요즘 다들 난리야
14758,하긴 이번 여름에 이상하리만큼 모기가 없긴 했어,맞아 나도 생각해보니까 이번 여름에는 잠을 잘 잔 것 같아
14759,그래도 곧 추워지면 없어지지 않을까?,아냐 가을 모기가 더 독하다고 하잖아
14760,내년부터 자동차 주차할 공간 미리 마련 안 해 놓으면 자동차 못 산다는 거 들었어?,? 진심이야? 그런 법이 생긴거야?
14761,키키 아니 전국에서 시행하는 건 아니고 제주도에서만 시행 되는 거래!,아 놀래라 어이 없을 뻔했네
14762,제주도에서 2007년부터 시행 중이긴 했는데 일부 차종만 시행하다가 내년부터 전 차종으로 확대된다고 해서 말이 많더라고,아 **는 그런 거 어떻게 알아?
14763,아니 그런거 관심은 없는데 오늘 아침에 밥 먹다가 뉴스를 봤는데 딱 나오더라고,우와 **는 뉴스도 챙겨보는구나 부지런하다
14764,나 턱에 흉터 생겼던거 거의 다 사라졌다?,잘됐다 그 때 얼굴에 크게 흉터 생길까봐 걱정했는데
14765,응 거기다 위치가 정말 턱끝이라 더 신경 안쓰이는것같아,다행이야 그동안 흉터 연고도 자주 바르던데
14766,그럴 수도 있겠다! 흉터연고가 정말 효과가 있나봐,그 연고 비싸다며 비싼값하는 건가봐
14767,손가락 한 마디 만한데 4~5만원 했던거 같아,맞아 은근히 비싸 흉터연고
14768,영화 더플랫폼이라고 혹시 들어보았어?,아니 더플랫폼은 어떤 영화야?
14769,"지하1층부터 333층까지 각층에 두 명이 있고, 각층 중간 구멍을 통해 내려오는 음식을 먹고 산대.",아...너무한다 보는 것만으로도 힘들겠다.
14770,위층에서 다 먹으면 점점 아래층에 먹을 것이 없어지는 거지.,어떻게 보면 설국열차와 설정이 비슷한거 아니야?
14771,뭔가 엄청 사회구조를 비판하는 느낌 같아서 궁금해서 한번 보고싶더라.,결국 맨밑에 최하층은 굶어주는거네.
14772,동생하고 우리 집 뒤에 새로 난 길을 가면서 동생 학교를 같이 갔었어,아하 무슨 일 때문에 갔는데?
14773,동생이 책 반납한다고 하는 거를 나는 가족들 먹을 거 사러 따라 나갔었어,그랬구나. 그 길 간 지 오래됐어. 키키
14774,괜히 돌아가던 길도 불편하다고 뚫어서 새로 공사하고,응 맞아. 거기가 판자촌이어서 드라마 촬영도 한 번 왔었는데.
14775,그랬지. 거기 재개발하고 나서 우리 집보다 집값이 더 비싸,맞아. 한동안 그 곳에 이사 가려고 우리 집에서 그랬지
14776,신축된 아파트가 아무래도 시설이 더 좋아서 더 비싼 거 같아. 우리 집에 비하면 말야,응. 우리가 여기 처음 이사올 때만 해도/여기 시설 엄청 좋은 것처럼 생각되어서 두 눈이 휘둥그레했는데 말이야
14777,월요일 출근 다들 잘하셨나요?,"네 저는 셔틀버스 탔는데, 사람이 꽉차서 왔습니다."
14778,특히 월요일이 많이 막히는것같죠?,월요일 재택이 많이 없나봐요.
14779,보통 몇분걸려요? 저는 20-30분,셔틀은 빨라여 15분정도 걸려요.
14780,셔틀은 근데 넘 일찍 와서 타고 싶어도 못타겟어요 하하,맞아요 좀 빠르죠~
14781,그러네요 아침에 버스전용차로 다니니 더 빠르겠네요!,네 그래서 더 빨라요.
14782,내 친구 사업 망했다,어쩌다가?
14783,농장 했었는데...코로나로 힘들었나봐,요즘 코로나때문에 그런 사람 많데
14784,딸기 체험인데 사람들이 안오니,다 힘든 시기야
14785,그러게...그런거 봐선 회사 다니는게 나은듯도.,나도 예전에 딸기체험갔었는데
14786,지금 파산 신청중이야,회사도 만만치는 않은거 같애
14787,나 몇 주 전에 요리교육 받으러 간거 말했었나?,아 베이킹 수업이었나?
14788,아니 반찬 만들러 갔었어 키키 그것도 무료로~,우와 무료로 그런 교육이 있다고 어땠어?
14789,완전 기름 사용하는 요리라 너무 무서웠는데 망치기도 했지만 맛있게 잘되었어 키키 메뉴 맞춰보시오~,어떤 반찬을 만들었니? 무료도 무료지만 맛이 궁금해~
14790,건빵튀김인가? 근데 말만 들으면 맛 없어 보이지?  진짜 맛있었다 키키,기름을 사용하는 요리라면 나는 김부각이 생각난다 키키/오? 맛있었다고? 좋네
14791,이번에 너희 동생 결혼한다며?,응 다음 달에 하네 드디어 키키
14792,오랜만에 다 같이 모이겠네~ 나이가 뭐가 중요하겠어~,그래도 오래 만났으니까 마음은 놓여
14793,고등학생때부터 만났다고 했나?,아니 대학교 1학년 때 만난 CC야./식장은 수원이야
14794,그러게~ 내 동생도 캠퍼스 커플이었는데 결과가 되게 안 좋았었는데...,응 키키 그래도 부모님이 많이 좋아하셔서 다행이야
14795,약간 눈치도 보이겠다 키키 동생이 먼저 결혼하는 바람에,난 좀 있다가 하려고. 이번에 동생 결혼하는 것도 좀 도와줬더니 돈이 많이 들어갔어
14796,원래 잡은 물고기는 밥 안준다던데 결혼하면 정말 그런가?,키키 왜 그런말을 해?
14797,"연애가 길어질수록 권태기나, 결혼하고 나면 이전 같지않을까 그런게 걱정돼...",잡은 물고기한테도 꾸준히 밥을 주니까 살아있는거지 ㅋ./밥 안준 물고기는 이혼해
14798,진짜 말되는구나 하하,"그럼, 이혼 안하고 잘 사는집은 서로한테 꾸준히 밥을 주고 사랑도 주는거지"
14799,그래서 아... 그게 좋은걸까 생각하다가...,키키 무슨말인지 이해해./근데 서로 관심이없고 애정과 배려가없으면 연애처럼 결혼도 이어지는게 불가능하지 않을까
14800,강아지는 진짜 사람말을 제법 알아듣는 것 같지 않아?,응 눈치를 보고도 심정을 알아맞추는거 같아.
14801,특히 산책가자는 말은 똑똑하게 알아듣는듯해.,주인이 조금이라도 이상하거나 불편한 기색이 있으면 강아지는 바로 알아차린다고 해.
14802,삐치기도 하고 눈치도 보고 하는 것 보면 진짜 알아듣나 싶기도 해.,심지어 주사 혹은 병원이라는 말만 듣고도 거부감을 보인다고 해.
14803,전에 보니까 이름말하면 그 이름에 해당하는 인형도 가져오더라구.,그런 강아지를 생각하면 더이상 보신탕은 자제해야 할거 같아.
14804,낚시 예능 도시어부를 보신 적 있나요?,네 봤어요.
14805,여러가지 낚시를 하던데 낚시를 자주 하면 배멀미를 하지 않을까요?,저도 배 멀미를 해서 바다 낚시를 두 번 다시 하고 싶지 않아요.
14806,배도 빌려야 하고 낚시대와 낚시 먹이까지 사려면 돈이 많이 들지 않을까요?,형부를 보면 1번 나갈 때 50만원 정도는 쓰더라고요.
14807,겨울에도 추운 바다에서 낚시를 하는데 어떤 매력을 느끼는 걸까요?,성취감 같아요 끈기 없는 형부가 계속 하는 걸 보면요.
14808,나 갑자기 어렸을 때 하던 프린세스 메이커 게임이 생각났어.,"아, 그 아빠가 딸 키우는 육성 시뮬레이션 게임 말 하는 거지?"
14809,그니까. 프린세스 메이커3가 참 재밌었는데.,그 보라색 머리 여자애 말하는 거지?
14810,나는 맨날 규칙적으로 생활 시켜서 공무원이랑 학자 그런 것만 됐잖아.,나는 농부랑 보모가 제일 많이 나왔어.
14811,"나 무슨 고양이 프린세스 인가는 만들어봤는데, 진짜 공주는 한 번도 못해봤어.",나 아는 친구는 프린세스 만들어본 적 있다고 하더라.
